id,address,number,postal_code,municipality,province,unique_address,points_coordinates,lat,lng
13.0,blvd. fr. roosevelt,24,7060,soignies,hainaut,"blvd. fr. roosevelt,24,7060,soignies,hainaut","(4.0655019, 50.5767646)",50.5767646,4.0655019
70.0,ch. de wégimont,76,4630,ayeneux,liège,"ch. de wégimont,76,4630,ayeneux,liège","(5.7397828, 50.6105697)",50.6105697,5.7397828
74.0,rue des prémontrès,12,4020,liège,liège,"rue des prémontrès,12,4020,liège,liège","(5.5739754, 50.6380181)",50.6380181,5.5739754
75.0,route de bastogne,1,4920,harzé,liège,"route de bastogne,1,4920,harzé,liège","(5.6658992, 50.4411102)",50.4411102,5.6658992
76.0,rue du parc,1,4540,jehay,liège,"rue du parc,1,4540,jehay,liège","(5.3231573, 50.5772875)",50.5772875,5.3231573
77.0,blvd. de la constitution,19,4020,liège,liège,"blvd. de la constitution,19,4020,liège,liège","(5.583673, 50.6434982)",50.6434982,5.583673
79.0,rue darchis,33,4020,liège,liège,"rue darchis,33,4020,liège,liège","(5.567451399999999, 50.6372426)",50.6372426,5.567451399999999
86.0,schumanplein,11,1040,brussel,bruxelles-brussel,"schumanplein,11,1040,brussel,bruxelles-brussel","(4.384307499999999, 50.8428222)",50.8428222,4.384307499999999
95.0,peperstraat,2,3300,tienen,vlaams-brabant,"peperstraat,2,3300,tienen,vlaams-brabant","(4.9373925, 50.8068221)",50.8068221,4.9373925
96.0,graafschap - jettelaan,2,1090,brussel,bruxelles-brussel,"graafschap - jettelaan,2,1090,brussel,bruxelles-brussel","(4.3331515, 50.8830175)",50.8830175,4.3331515
98.0,wemmelsestweg,100,1090,brussel,bruxelles-brussel,"wemmelsestweg,100,1090,brussel,bruxelles-brussel","(4.3571696, 50.8476424)",50.8476424,4.3571696
100.0,rue pietro ferrero,5,6700,arlon,luxembourg,"rue pietro ferrero,5,6700,arlon,luxembourg","(5.820462399999999, 49.6735536)",49.6735536,5.820462399999999
101.0,tweestationsstraat,80,1070,brussel,bruxelles-brussel,"tweestationsstraat,80,1070,brussel,bruxelles-brussel","(4.3274689, 50.832142)",50.832142,4.3274689
102.0,nieuwe weg,1,2070,zwijndrecht,antwerpen,"nieuwe weg,1,2070,zwijndrecht,antwerpen","(4.3253167, 51.2433477)",51.2433477,4.3253167
111.0,hermeslaan,2,1831,machelenbt),vlaams-brabant,"hermeslaan,2,1831,machelenbt),vlaams-brabant","(4.4422935, 50.8812562)",50.8812562,4.4422935
115.0,gemeenteplein,1,3798,voeren  s gravenvoeren,limburg,"gemeenteplein,1,3798,voeren  s gravenvoeren,limburg","(5.7597806, 50.7594861)",50.7594861,5.7597806
116.0,remersdaal-dorp,1,3791,remersdaal,limburg,"remersdaal-dorp,1,3791,remersdaal,limburg","(5.8809444, 50.7311732)",50.7311732,5.8809444
117.0,sint-pieterstraat,20,3792,sint-pieters-voeren,limburg,"sint-pieterstraat,20,3792,sint-pieters-voeren,limburg","(5.8232275, 50.73797219999999)",50.73797219999999,5.8232275
118.0,kerkplein,1,3790,moelingen,limburg,"kerkplein,1,3790,moelingen,limburg","(5.7104343, 50.7567574)",50.7567574,5.7104343
120.0,kerkstraat,1,3790,voeren,limburg,"kerkstraat,1,3790,voeren,limburg","(5.8125437, 50.7494078)",50.7494078,5.8125437
167.0,vanhalstraat,1,1500,halle,vlaams-brabant,"vanhalstraat,1,1500,halle,vlaams-brabant","(4.234912899999999, 50.73248479999999)",50.73248479999999,4.234912899999999
170.0,brikkenovenstraat,48,3600,genk,limburg,"brikkenovenstraat,48,3600,genk,limburg","(5.4718846, 50.9777421)",50.9777421,5.4718846
219.0,rue des croisiers,15,4000,liège,liège,"rue des croisiers,15,4000,liège,liège","(5.575317099999999, 50.638932)",50.638932,5.575317099999999
221.0,rue de wallonie,30,4460,bierset,liège,"rue de wallonie,30,4460,bierset,liège","(5.4934921, 50.65781380000001)",50.65781380000001,5.4934921
222.0,rue paul d andrimont,24,4630,micheroux,liège,"rue paul d andrimont,24,4630,micheroux,liège","(5.711755699999999, 50.6230144)",50.6230144,5.711755699999999
223.0,bd. léon philippet,83,4000,liège,liège,"bd. léon philippet,83,4000,liège,liège","(5.5584547, 50.6529901)",50.6529901,5.5584547
224.0,rue du commerce,14,4100,seraing,liège,"rue du commerce,14,4100,seraing,liège","(5.5076623, 50.61296859999999)",50.61296859999999,5.5076623
225.0,rue peetermans,80,4100,seraing,liège,"rue peetermans,80,4100,seraing,liège","(5.5101301, 50.6108128)",50.6108128,5.5101301
226.0,rue j. stassart,15,4367,crisnée,liège,"rue j. stassart,15,4367,crisnée,liège","(5.392242899999999, 50.7081855)",50.7081855,5.392242899999999
227.0,route de dinant,119,4020,liège,liège,"route de dinant,119,4020,liège,liège","(5.5823234, 50.6415737)",50.6415737,5.5823234
228.0,rue de huy,123,4300,waremme,liège,"rue de huy,123,4300,waremme,liège","(5.253145200000001, 50.68623220000001)",50.68623220000001,5.253145200000001
229.0,rue de sélys,35,4300,waremme,liège,"rue de sélys,35,4300,waremme,liège","(5.245361, 50.69257899999999)",50.69257899999999,5.245361
230.0,rue st. pierre,48,4500,huy,liège,"rue st. pierre,48,4500,huy,liège","(5.2363117, 50.5230569)",50.5230569,5.2363117
231.0,avenue delchambre,6,4500,huy,liège,"avenue delchambre,6,4500,huy,liège","(5.241730899999999, 50.5217995)",50.5217995,5.241730899999999
232.0,rue lambert marlet,23,4020,liège,liège,"rue lambert marlet,23,4020,liège,liège","(5.7220189, 50.6863168)",50.6863168,5.7220189
233.0,rue aux laines,69,4800,verviers,liège,"rue aux laines,69,4800,verviers,liège","(5.853944299999999, 50.5894863)",50.5894863,5.853944299999999
234.0,rue av. peltzer,40,4020,liège,liège,"rue av. peltzer,40,4020,liège,liège","(5.8541304, 50.5832226)",50.5832226,5.8541304
235.0,route du canada,157,4910,la reid,liège,"route du canada,157,4910,la reid,liège","(5.790589, 50.4893888)",50.4893888,5.790589
238.0,route de botrange,131,4950,robertville,liège,"route de botrange,131,4950,robertville,liège","(6.0995656, 50.4934169)",50.4934169,6.0995656
240.0,avenue montesquieu,6,4101,jemeppe-sur-meuse,liège,"avenue montesquieu,6,4101,jemeppe-sur-meuse,liège","(5.515578199999999, 50.6198974)",50.6198974,5.515578199999999
259.0,rue de la bouviere,1,4190,vieuxville,liège,"rue de la bouviere,1,4190,vieuxville,liège","(5.54955, 50.39379)",50.39379,5.54955
277.0,adriaan brouwerstraat,24,2000,antwerpen,antwerpen,"adriaan brouwerstraat,24,2000,antwerpen,antwerpen","(4.4043543, 51.227416)",51.227416,4.4043543
282.0,kempenarestraat,53,2860,sint-katelijne-waver,antwerpen,"kempenarestraat,53,2860,sint-katelijne-waver,antwerpen","(4.5223492, 51.0627368)",51.0627368,4.5223492
310.0,koninginnelaan,1,8400,oostende,west-vlaanderen,"koninginnelaan,1,8400,oostende,west-vlaanderen","(2.9053408, 51.2263459)",51.2263459,2.9053408
311.0,northlaan,13,8400,oostende,west-vlaanderen,"northlaan,13,8400,oostende,west-vlaanderen","(2.8882336, 51.21764779999999)",51.21764779999999,2.8882336
312.0,kursaal - oosthelling,12,8400,oostende,west-vlaanderen,"kursaal - oosthelling,12,8400,oostende,west-vlaanderen","(2.9126867, 51.2315759)",51.2315759,2.9126867
313.0,leopold van tyghemlaan,62,8400,oostende,west-vlaanderen,"leopold van tyghemlaan,62,8400,oostende,west-vlaanderen","(2.8878064, 51.2174926)",51.2174926,2.8878064
315.0,wetstraat,23,1040,brussel,bruxelles-brussel,"wetstraat,23,1040,brussel,bruxelles-brussel","(4.3856343, 50.8418101)",50.8418101,4.3856343
316.0,grotesteenweg - noord,9,9052,gent,oost-vlaanderen,"grotesteenweg - noord,9,9052,gent,oost-vlaanderen","(3.7021131, 51.0102471)",51.0102471,3.7021131
317.0,kunstlaan,16,3500,hasselt,limburg,"kunstlaan,16,3500,hasselt,limburg","(5.347167199999999, 50.92715940000001)",50.92715940000001,5.347167199999999
318.0,interleuvenlaan,58,3001,leuven,vlaams-brabant,"interleuvenlaan,58,3001,leuven,vlaams-brabant","(4.737563, 50.8476423)",50.8476423,4.737563
319.0,sint-katelijnestraat,154,2800,mechelen,antwerpen,"sint-katelijnestraat,154,2800,mechelen,antwerpen","(4.475662, 51.0340147)",51.0340147,4.475662
320.0,hof ter weze,1,8800,roeselare,west-vlaanderen,"hof ter weze,1,8800,roeselare,west-vlaanderen","(3.118277, 50.9237393)",50.9237393,3.118277
321.0,patersstraat,100,2300,turnhout,antwerpen,"patersstraat,100,2300,turnhout,antwerpen","(4.9478332, 51.3247548)",51.3247548,4.9478332
328.0,ingelmunstersteenweg,11,8760,meulebeke,west-vlaanderen,"ingelmunstersteenweg,11,8760,meulebeke,west-vlaanderen","(3.2788002, 50.9446501)",50.9446501,3.2788002
335.0,chaussée de haecht,1405,1130,bruxelles,bruxelles-brussel,"chaussée de haecht,1405,1130,bruxelles,bruxelles-brussel","(4.419163999999999, 50.88396849999999)",50.88396849999999,4.419163999999999
341.0,avenue du bois st. jean,21,4000,liège,liège,"avenue du bois st. jean,21,4000,liège,liège","(5.5544058, 50.5796811)",50.5796811,5.5544058
344.0,keienpoelweg,6,3300,tienen,vlaams-brabant,"keienpoelweg,6,3300,tienen,vlaams-brabant","(4.9867211, 50.794514)",50.794514,4.9867211
346.0,avenue de gaulle,2,7500,tournai,hainaut,"avenue de gaulle,2,7500,tournai,hainaut","(3.377898, 50.60473880000001)",50.60473880000001,3.377898
349.0,haven 1968 sint annalaan,1,9130,kallo,oost-vlaanderen,"haven 1968 sint annalaan,1,9130,kallo,oost-vlaanderen","(4.2883397, 51.2861426)",51.2861426,4.2883397
354.0,bld leopold ii,44,1080,bruxelles,bruxelles-brussel,"bld leopold ii,44,1080,bruxelles,bruxelles-brussel","(4.343013099999999, 50.8594222)",50.8594222,4.343013099999999
355.0,adolphe lavallée,1,1080,bruxelles,bruxelles-brussel,"adolphe lavallée,1,1080,bruxelles,bruxelles-brussel","(4.3446113, 50.8584725)",50.8584725,4.3446113
357.0,ch. st - joseph,4,1440,braine-le-château,brabant wallon,"ch. st - joseph,4,1440,braine-le-château,brabant wallon","(4.3067863, 50.6707265)",50.6707265,4.3067863
358.0,rue des boignées,13,1440,wauthier-braine,brabant wallon,"rue des boignées,13,1440,wauthier-braine,brabant wallon","(4.3048413, 50.6744935)",50.6744935,4.3048413
359.0,rue de l institut,8,6040,jumet,hainaut,"rue de l institut,8,6040,jumet,hainaut","(4.4370311, 50.44272489999999)",50.44272489999999,4.4370311
360.0,rue de bricgniot,196,5002,saint-servais,namur,"rue de bricgniot,196,5002,saint-servais,namur","(4.8264209, 50.4849879)",50.4849879,4.8264209
361.0,rue sur les bois,113,4870,fraipont,liège,"rue sur les bois,113,4870,fraipont,liège","(5.7469595, 50.55259359999999)",50.55259359999999,5.7469595
362.0,rue de l hydrion 108l,108,6700,arlon,luxembourg,"rue de l hydrion 108l,108,6700,arlon,luxembourg","(5.7942668, 49.6836918)",49.6836918,5.7942668
364.0,place des sports,3,1348,louvain-la-neuve,brabant wallon,"place des sports,3,1348,louvain-la-neuve,brabant wallon","(4.6014262, 50.67009470000001)",50.67009470000001,4.6014262
365.0,rue de la marlette,3,7180,seneffe,hainaut,"rue de la marlette,3,7180,seneffe,hainaut","(4.2723685, 50.5081098)",50.5081098,4.2723685
366.0,av. de la sapinette,3,7000,mons,hainaut,"av. de la sapinette,3,7000,mons,hainaut","(3.9403442, 50.4676274)",50.4676274,3.9403442
367.0,av. du lac,56,7640,antoing,hainaut,"av. du lac,56,7640,antoing,hainaut","(3.4460516, 50.54254599999999)",50.54254599999999,3.4460516
368.0,av. amédée hesse,41,4900,spa,liège,"av. amédée hesse,41,4900,spa,liège","(5.8871752, 50.4963105)",50.4963105,5.8871752
370.0,allée des sports,63,4000,liège,liège,"allée des sports,63,4000,liège,liège","(5.5675835, 50.5775669)",50.5775669,5.5675835
371.0,allée du stade,3,5100,jambes,namur,"allée du stade,3,5100,jambes,namur","(4.875184600000001, 50.4573623)",50.4573623,4.875184600000001
372.0,rue chéravoie,2,6840,neufchâteau,luxembourg,"rue chéravoie,2,6840,neufchâteau,luxembourg","(5.431725999999999, 49.840729)",49.840729,5.431725999999999
373.0,site de l eau d heure,4,6440,froidchapelle,hainaut,"site de l eau d heure,4,6440,froidchapelle,hainaut","(4.3823302, 50.1857528)",50.1857528,4.3823302
374.0,allée des sports,12,6280,loverval,hainaut,"allée des sports,12,6280,loverval,hainaut","(4.473953, 50.3716805)",50.3716805,4.473953
375.0,rue du liry,21,6810,chiny,luxembourg,"rue du liry,21,6810,chiny,luxembourg","(5.346293, 49.737637)",49.737637,5.346293
376.0,chée de wavre,2057,1160,bruxelles,bruxelles-brussel,"chée de wavre,2057,1160,bruxelles,bruxelles-brussel","(4.4427327, 50.80890770000001)",50.80890770000001,4.4427327
377.0,av. mounier,87,1200,bruxelles,bruxelles-brussel,"av. mounier,87,1200,bruxelles,bruxelles-brussel","(4.4585739, 50.85182349999999)",50.85182349999999,4.4585739
378.0,rue des grives,53,1070,bruxelles,bruxelles-brussel,"rue des grives,53,1070,bruxelles,bruxelles-brussel","(4.2988265, 50.8156443)",50.8156443,4.2988265
379.0,omer vanaudenhovelaan,48,3290,diest,vlaams-brabant,"omer vanaudenhovelaan,48,3290,diest,vlaams-brabant","(5.0617237, 50.9848207)",50.9848207,5.0617237
381.0,pastorijstraat,118,3300,tienen,vlaams-brabant,"pastorijstraat,118,3300,tienen,vlaams-brabant","(4.9550845, 50.8028632)",50.8028632,4.9550845
383.0,brand whitlocklaan,165,1200,brussel,bruxelles-brussel,"brand whitlocklaan,165,1200,brussel,bruxelles-brussel","(4.4044807, 50.8444908)",50.8444908,4.4044807
384.0,gobelinstraat,3,9700,oudenaarde,oost-vlaanderen,"gobelinstraat,3,9700,oudenaarde,oost-vlaanderen","(3.603450399999999, 50.8481101)",50.8481101,3.603450399999999
385.0,kolonel begaultlaan,15,3012,wilsele,vlaams-brabant,"kolonel begaultlaan,15,3012,wilsele,vlaams-brabant","(4.7058934, 50.89191539999999)",50.89191539999999,4.7058934
389.0,kapelstraat,100,9100,sint-niklaas,oost-vlaanderen,"kapelstraat,100,9100,sint-niklaas,oost-vlaanderen","(4.1541329, 51.152327)",51.152327,4.1541329
390.0,vierwegstraat,194,8800,roeselare,west-vlaanderen,"vierwegstraat,194,8800,roeselare,west-vlaanderen","(3.1529941, 50.951459)",50.951459,3.1529941
396.0,paderstraat,158,8620,nieuwpoort,west-vlaanderen,"paderstraat,158,8620,nieuwpoort,west-vlaanderen","(2.772014, 51.1153091)",51.1153091,2.772014
398.0,haarlebeek,3,2275,lille,antwerpen,"haarlebeek,3,2275,lille,antwerpen","(4.8320794, 51.2818519)",51.2818519,4.8320794
399.0,pedro colomalaan,25,2880,bornem,antwerpen,"pedro colomalaan,25,2880,bornem,antwerpen","(4.2619191, 51.0871039)",51.0871039,4.2619191
404.0,wiemesmeerstraat,105,3600,genk,limburg,"wiemesmeerstraat,105,3600,genk,limburg","(5.5558819, 50.9700204)",50.9700204,5.5558819
407.0,schurhovenveld,4820,3800,sint-truiden,limburg,"schurhovenveld,4820,3800,sint-truiden,limburg","(5.2202655, 50.8019192)",50.8019192,5.2202655
409.0,vlasland,4,2260,westerlo,antwerpen,"vlasland,4,2260,westerlo,antwerpen","(4.871898, 51.09558939999999)",51.09558939999999,4.871898
411.0,vlieghavenlaan,50,3140,keerbergen,vlaams-brabant,"vlieghavenlaan,50,3140,keerbergen,vlaams-brabant","(4.6687227, 51.0030211)",51.0030211,4.6687227
414.0,slachthuislaan,74,2060,antwerpen,antwerpen,"slachthuislaan,74,2060,antwerpen,antwerpen","(4.4376834, 51.2292299)",51.2292299,4.4376834
415.0,elzen,145,3920,lommel,limburg,"elzen,145,3920,lommel,limburg","(5.326855, 51.2557018)",51.2557018,5.326855
417.0,arianelaan,5,1200,brussel,bruxelles-brussel,"arianelaan,5,1200,brussel,bruxelles-brussel","(4.431181599999999, 50.8575909)",50.8575909,4.431181599999999
418.0,stift,2,3960,bree,limburg,"stift,2,3960,bree,limburg","(5.594832200000001, 51.1430808)",51.1430808,5.594832200000001
420.0,weerstandlaan,24,2660,hoboken,antwerpen,"weerstandlaan,24,2660,hoboken,antwerpen","(4.3712851, 51.1864481)",51.1864481,4.3712851
427.0,tervuursevest,101,3001,heverlee,vlaams-brabant,"tervuursevest,101,3001,heverlee,vlaams-brabant","(4.6931907, 50.869499)",50.869499,4.6931907
428.0,speiestraat,32,8940,wervik,west-vlaanderen,"speiestraat,32,8940,wervik,west-vlaanderen","(3.0459702, 50.778723)",50.778723,3.0459702
429.0,place des sports,1,1348,louvain-la-neuve,brabant wallon,"place des sports,1,1348,louvain-la-neuve,brabant wallon","(4.6000143, 50.6701501)",50.6701501,4.6000143
431.0,liersestwg.,4,2800,mechelen,antwerpen,"liersestwg.,4,2800,mechelen,antwerpen","(4.484636, 51.0355906)",51.0355906,4.484636
434.0,route st - hubert,1,6800,recogne,luxembourg,"route st - hubert,1,6800,recogne,luxembourg","(5.360253000000001, 49.9110798)",49.9110798,5.360253000000001
436.0,vaartstraat,60,8710,wielsbeke,west-vlaanderen,"vaartstraat,60,8710,wielsbeke,west-vlaanderen","(3.3365431, 50.9033575)",50.9033575,3.3365431
437.0,ooigemstraat,12,8710,wielsbeke,west-vlaanderen,"ooigemstraat,12,8710,wielsbeke,west-vlaanderen","(3.3633877, 50.9024121)",50.9024121,3.3633877
438.0,westerring,15,9700,oudenaarde,oost-vlaanderen,"westerring,15,9700,oudenaarde,oost-vlaanderen","(3.5966482, 50.8598176)",50.8598176,3.5966482
445.0,nazarethsesteenweg,77,9800,astene,oost-vlaanderen,"nazarethsesteenweg,77,9800,astene,oost-vlaanderen","(3.5692307, 50.9752413)",50.9752413,3.5692307
451.0,riderveldlaan,5,2018,antwerpen,antwerpen,"riderveldlaan,5,2018,antwerpen,antwerpen","(4.4393053, 51.1898934)",51.1898934,4.4393053
452.0,nijverheidslaan,7,3200,aarschot,vlaams-brabant,"nijverheidslaan,7,3200,aarschot,vlaams-brabant","(4.822860299999999, 50.9917943)",50.9917943,4.822860299999999
455.0,schaliehoevestraat,12,2220,heist-op-den-berg,antwerpen,"schaliehoevestraat,12,2220,heist-op-den-berg,antwerpen","(4.7020545, 51.05656920000001)",51.05656920000001,4.7020545
457.0,cipaalstraat,8,2440,geel,antwerpen,"cipaalstraat,8,2440,geel,antwerpen","(4.9988449, 51.1534304)",51.1534304,4.9988449
458.0,erperheidestraat,2,3990,peer,limburg,"erperheidestraat,2,3990,peer,limburg","(5.5058714, 51.1271354)",51.1271354,5.5058714
459.0,koldamstraat,9,1560,hoeilaart,vlaams-brabant,"koldamstraat,9,1560,hoeilaart,vlaams-brabant","(4.4792495, 50.7687647)",50.7687647,4.4792495
460.0,nekkerspoelstraat,199,2800,mechelen,antwerpen,"nekkerspoelstraat,199,2800,mechelen,antwerpen","(4.497837, 51.031714)",51.031714,4.497837
461.0,kruisstraat,54,3120,tremelo,vlaams-brabant,"kruisstraat,54,3120,tremelo,vlaams-brabant","(4.700436100000001, 50.9945671)",50.9945671,4.700436100000001
466.0,av. de burlet,4,1400,nivelles,brabant wallon,"av. de burlet,4,1400,nivelles,brabant wallon","(4.3342018, 50.60179540000001)",50.60179540000001,4.3342018
468.0,zeypestraat,26,1910,kampenhout,vlaams-brabant,"zeypestraat,26,1910,kampenhout,vlaams-brabant","(4.5633518, 50.9464214)",50.9464214,4.5633518
470.0,kerkstraat,34,1910,kampenhout,vlaams-brabant,"kerkstraat,34,1910,kampenhout,vlaams-brabant","(4.5480756, 50.9412813)",50.9412813,4.5480756
471.0,steenweg op zevendonk,18,2300,turnhout,antwerpen,"steenweg op zevendonk,18,2300,turnhout,antwerpen","(4.947864699999999, 51.308505)",51.308505,4.947864699999999
472.0,uilenbaan,15,2160,wommelgem,antwerpen,"uilenbaan,15,2160,wommelgem,antwerpen","(4.5023506, 51.2130395)",51.2130395,4.5023506
473.0,reep,1,9000,gent,oost-vlaanderen,"reep,1,9000,gent,oost-vlaanderen","(3.7298697, 51.0514307)",51.0514307,3.7298697
474.0,vlamingenstraat,83,3000,leuven,vlaams-brabant,"vlamingenstraat,83,3000,leuven,vlaams-brabant","(4.7017286, 50.8743307)",50.8743307,4.7017286
475.0,steenweg op tielen,51,2300,turnhout,antwerpen,"steenweg op tielen,51,2300,turnhout,antwerpen","(4.9347996, 51.30200749999999)",51.30200749999999,4.9347996
476.0,cathilleweg t,38,8490,jabbeke,west-vlaanderen,"cathilleweg t,38,8490,jabbeke,west-vlaanderen","(3.0710999, 51.215602)",51.215602,3.0710999
477.0,sarkoheemstraa,2,8490,jabbeke,west-vlaanderen,"sarkoheemstraa,2,8490,jabbeke,west-vlaanderen","(3.070368, 51.1665953)",51.1665953,3.070368
478.0,oude dorpweg,58,8490,jabbeke,west-vlaanderen,"oude dorpweg,58,8490,jabbeke,west-vlaanderen","(3.1433972, 51.1901158)",51.1901158,3.1433972
488.0,motstraat,32,2800,mechelen,antwerpen,"motstraat,32,2800,mechelen,antwerpen","(4.4896702, 51.0137612)",51.0137612,4.4896702
489.0,zeutestraat,5,2800,mechelen,antwerpen,"zeutestraat,5,2800,mechelen,antwerpen","(4.4913411, 51.0102284)",51.0102284,4.4913411
490.0,rue de chassart,38,1495,marbais,brabant wallon,"rue de chassart,38,1495,marbais,brabant wallon","(4.5193676, 50.527365)",50.527365,4.5193676
491.0,squaire marie-curie,40,1070,bruxelles,bruxelles-brussel,"squaire marie-curie,40,1070,bruxelles,bruxelles-brussel","(4.2859151, 50.8218516)",50.8218516,4.2859151
492.0,rue osseghem,53,1080,bruxelles,bruxelles-brussel,"rue osseghem,53,1080,bruxelles,bruxelles-brussel","(4.3197936, 50.85582369999999)",50.85582369999999,4.3197936
494.0,broekaai,13,1731,zellik,vlaams-brabant,"broekaai,13,1731,zellik,vlaams-brabant","(4.27401, 50.88449)",50.88449,4.27401
495.0,avenue herman debroux,42,1160,bruxelles,bruxelles-brussel,"avenue herman debroux,42,1160,bruxelles,bruxelles-brussel","(4.4310924, 50.8131772)",50.8131772,4.4310924
496.0,rue des pieds d alouettes,12,5100,naninne,namur,"rue des pieds d alouettes,12,5100,naninne,namur","(4.9274507, 50.42421849999999)",50.42421849999999,4.9274507
498.0,laarstraat,16,2610,wilrijk,antwerpen,"laarstraat,16,2610,wilrijk,antwerpen","(4.3955885, 51.1739816)",51.1739816,4.3955885
500.0,route de glons,1,4452,paifve,liège,"route de glons,1,4452,paifve,liège","(5.524765599999999, 50.73087839999999)",50.73087839999999,5.524765599999999
509.0,nieuwevaart,51,9000,gent,oost-vlaanderen,"nieuwevaart,51,9000,gent,oost-vlaanderen","(3.7237232, 51.0682262)",51.0682262,3.7237232
510.0,allée du bol d air,13,4317,angleur,liège,"allée du bol d air,13,4317,angleur,liège","(5.549818500000001, 50.578128)",50.578128,5.549818500000001
517.0,nijverheidsstraat,7,2260,westerlo,antwerpen,"nijverheidsstraat,7,2260,westerlo,antwerpen","(4.932771799999999, 51.1344404)",51.1344404,4.932771799999999
518.0,boomsestweg,957,2610,wilrijk,antwerpen,"boomsestweg,957,2610,wilrijk,antwerpen","(4.3942868, 51.1683102)",51.1683102,4.3942868
519.0,ingberthoeveweg,7,2630,aartselaar,antwerpen,"ingberthoeveweg,7,2630,aartselaar,antwerpen","(4.3969971, 51.1500593)",51.1500593,4.3969971
520.0,boomsestwg.,957,2610,wilrijk,antwerpen,"boomsestwg.,957,2610,wilrijk,antwerpen","(4.382484799999999, 51.1516862)",51.1516862,4.382484799999999
525.0,weg nr. bre,2,3660,opglabbeek,limburg,"weg nr. bre,2,3660,opglabbeek,limburg","(5.586056999999999, 51.0467504)",51.0467504,5.586056999999999
526.0,klaproosstraat,12,2340,beerse,antwerpen,"klaproosstraat,12,2340,beerse,antwerpen","(4.8659637, 51.3260122)",51.3260122,4.8659637
530.0,herbesthalerstrasse,325,4700,eupen,liège,"herbesthalerstrasse,325,4700,eupen,liège","(6.0040378, 50.6484064)",50.6484064,6.0040378
531.0,bld. du souverain,25,1170,bruxelles,bruxelles-brussel,"bld. du souverain,25,1170,bruxelles,bruxelles-brussel","(4.425917, 50.802923)",50.802923,4.425917
532.0,grotesteenweg,214,2600,berchem,antwerpen,"grotesteenweg,214,2600,berchem,antwerpen","(4.422559, 51.1932753)",51.1932753,4.422559
533.0,rue du trône,1,1000,bruxelles,bruxelles-brussel,"rue du trône,1,1000,bruxelles,bruxelles-brussel","(4.3658784, 50.8394589)",50.8394589,4.3658784
534.0,av. marcel thiry,208,1200,bruxelles,bruxelles-brussel,"av. marcel thiry,208,1200,bruxelles,bruxelles-brussel","(4.433385299999999, 50.85697219999999)",50.85697219999999,4.433385299999999
535.0,site philips - ubicenter,208,3000,leuven,vlaams-brabant,"site philips - ubicenter,208,3000,leuven,vlaams-brabant","(4.7127525, 50.8670637)",50.8670637,4.7127525
537.0,oktrooiplein,1,9000,gent,oost-vlaanderen,"oktrooiplein,1,9000,gent,oost-vlaanderen","(3.7394562, 51.0576658)",51.0576658,3.7394562
538.0,rue joffre,12,4000,liège,liège,"rue joffre,12,4000,liège,liège","(5.571984, 50.6442933)",50.6442933,5.571984
540.0,rue d othée,214,4432,alleur,liège,"rue d othée,214,4432,alleur,liège","(5.5278677, 50.6679122)",50.6679122,5.5278677
542.0,ch. de mariemon,100,7140,morlanwelz,hainaut,"ch. de mariemon,100,7140,morlanwelz,hainaut","(4.2356951, 50.4712943)",50.4712943,4.2356951
543.0,rue ducale,1,1000,bruxelles,bruxelles-brussel,"rue ducale,1,1000,bruxelles,bruxelles-brussel","(4.365446299999999, 50.8421753)",50.8421753,4.365446299999999
545.0,av. de la couronne,6,1050,bruxelles,bruxelles-brussel,"av. de la couronne,6,1050,bruxelles,bruxelles-brussel","(4.375591099999999, 50.8327189)",50.8327189,4.375591099999999
550.0,leuvensesteenweg,5,3080,tervuren,vlaams-brabant,"leuvensesteenweg,5,3080,tervuren,vlaams-brabant","(4.5148281, 50.8298321)",50.8298321,4.5148281
564.0,boechhoutlaan,55,1853,strombeek-bever,vlaams-brabant,"boechhoutlaan,55,1853,strombeek-bever,vlaams-brabant","(4.3443235, 50.9040058)",50.9040058,4.3443235
565.0,temselaan,100,1853,strombeek-bever,vlaams-brabant,"temselaan,100,1853,strombeek-bever,vlaams-brabant","(4.3423171, 50.90377609999999)",50.90377609999999,4.3423171
568.0,nijverheidsstraat,9,2260,oevel,antwerpen,"nijverheidsstraat,9,2260,oevel,antwerpen","(4.9307406, 51.13442240000001)",51.13442240000001,4.9307406
569.0,lieven bauwensstraa,16,8200,brugge,west-vlaanderen,"lieven bauwensstraa,16,8200,brugge,west-vlaanderen","(3.196632, 51.214382)",51.214382,3.196632
570.0,wilrijkstraat,8,2650,edegem,antwerpen,"wilrijkstraat,8,2650,edegem,antwerpen","(4.4106812, 51.155939)",51.155939,4.4106812
571.0,schiepse bo,4,3600,genk,limburg,"schiepse bo,4,3600,genk,limburg","(5.5157016, 50.9449125)",50.9449125,5.5157016
572.0,boomkensstraat,303,3500,hasselt,limburg,"boomkensstraat,303,3500,hasselt,limburg","(5.325755399999999, 50.9185077)",50.9185077,5.325755399999999
575.0,laarbeeklaan,105,1090,brussel,bruxelles-brussel,"laarbeeklaan,105,1090,brussel,bruxelles-brussel","(4.3085759, 50.8840279)",50.8840279,4.3085759
576.0,herestraat,19,3000,leuven,vlaams-brabant,"herestraat,19,3000,leuven,vlaams-brabant","(4.682384799999999, 50.8778935)",50.8778935,4.682384799999999
577.0,motstraat,40,2800,mechelen,antwerpen,"motstraat,40,2800,mechelen,antwerpen","(4.4908715, 51.013797)",51.013797,4.4908715
